KYSE510_OESOPHAGUS
ACHN_KIDNEY
CAL51_BREAST
HCC15_LUNG
KMRC20_KIDNEY
A172_CENTRAL_NERVOUS_SYSTEM
NCIH1648_LUNG
K029AX_SKIN
T3M10_LUNG
NCIH2122_LUNG
HCC95_LUNG
TE11_OESOPHAGUS
MDAMB468_BREAST
HCC1195_LUNG
EN_ENDOMETRIUM
TE5_OESOPHAGUS
SNU668_STOMACH
CORL105_LUNG
GCT_SOFT_TISSUE
LN18_CENTRAL_NERVOUS_SYSTEM
RERFLCMS_LUNG
RT112_URINARY_TRACT
BC3C_URINARY_TRACT
LOUNH91_LUNG
KNS60_CENTRAL_NERVOUS_SYSTEM
ISTMES2_PLEURA
SW579_THYROID
MDAMB231_BREAST
HSC3_UPPER_AERODIGESTIVE_TRACT
MELJUSO_SKIN
NCIH2030_LUNG
OVCAR8_OVARY
ESS1_ENDOMETRIUM
PC14_LUNG
HEC151_ENDOMETRIUM
RT4_URINARY_TRACT
SKES1_BONE
HT55_LARGE_INTESTINE
MKN45_STOMACH
HEP3B217_LIVER
HOS_BONE
HUCCT1_BILIARY_TRACT
NCIH292_LUNG
HS944T_SKIN
RERFLCAI_LUNG
LS180_LARGE_INTESTINE
SIMA_AUTONOMIC_GANGLIA
CAMA1_BREAST
MDAMB436_BREAST
NCIH1435_LUNG
SNU1196_BILIARY_TRACT
SNU449_LIVER
TE9_OESOPHAGUS
ABC1_LUNG
NCIH1373_LUNG
EBC1_LUNG
SKMES1_LUNG
HCC56_LARGE_INTESTINE
A204_SOFT_TISSUE
OUMS23_LARGE_INTESTINE
DETROIT562_UPPER_AERODIGESTIVE_TRACT
PECAPJ49_UPPER_AERODIGESTIVE_TRACT
SW1088_CENTRAL_NERVOUS_SYSTEM
BCPAP_THYROID
NCIH2023_LUNG
HDQP1_BREAST
RH30_SOFT_TISSUE
BICR56_UPPER_AERODIGESTIVE_TRACT
SNU81_LARGE_INTESTINE
OSRC2_KIDNEY
2313287_STOMACH
NCIH2170_LUNG
HUPT3_PANCREAS
HCC1428_BREAST
NCIH650_LUNG
NCIH2110_LUNG
A549_LUNG
8MGBA_CENTRAL_NERVOUS_SYSTEM
RERFLCKJ_LUNG
PANC0403_PANCREAS
NCIH23_LUNG
NUGC3_STOMACH
KNS81_CENTRAL_NERVOUS_SYSTEM
MPP89_PLEURA
COLO800_SKIN
IPC298_SKIN
GP2D_LARGE_INTESTINE
OE21_OESOPHAGUS
KYSE140_OESOPHAGUS
NCIH1693_LUNG
GCIY_STOMACH
HCC38_BREAST
NCIH2452_PLEURA
SW1271_LUNG
SNU213_PANCREAS
HT1376_URINARY_TRACT
HEC251_ENDOMETRIUM
KNS42_CENTRAL_NERVOUS_SYSTEM
NCIH446_LUNG
WM88_SKIN
COLO741_SKIN
HEC108_ENDOMETRIUM
MCF7_BREAST
SKNAS_AUTONOMIC_GANGLIA
SF539_CENTRAL_NERVOUS_SYSTEM
TM31_CENTRAL_NERVOUS_SYSTEM
JHH7_LIVER
NCIH2126_LUNG
MFE319_ENDOMETRIUM
NCIH747_LARGE_INTESTINE
YD8_UPPER_AERODIGESTIVE_TRACT
SNU308_BILIARY_TRACT
HUH28_BILIARY_TRACT
U118MG_CENTRAL_NERVOUS_SYSTEM
SNU1214_UPPER_AERODIGESTIVE_TRACT
NCIH2228_LUNG
NCIH2444_LUNG
HEC6_ENDOMETRIUM
HCC366_LUNG
TE10_OESOPHAGUS
UACC257_SKIN
8305C_THYROID
IM95_STOMACH
TE14_OESOPHAGUS
SCC25_UPPER_AERODIGESTIVE_TRACT
BICR16_UPPER_AERODIGESTIVE_TRACT
ONCODG1_OVARY
KALS1_CENTRAL_NERVOUS_SYSTEM
SKMEL5_SKIN
ASPC1_PANCREAS
SNU46_UPPER_AERODIGESTIVE_TRACT
769P_KIDNEY
NCIH841_LUNG
SKMEL24_SKIN
SNU1041_UPPER_AERODIGESTIVE_TRACT
WM793_SKIN
COV362_OVARY
ISTMES1_PLEURA
PANC0327_PANCREAS
UACC62_SKIN
UBLC1_URINARY_TRACT
HCC1937_BREAST
MALME3M_SKIN
TUHR4TKB_KIDNEY
NCIH1915_LUNG
CAPAN2_PANCREAS
NCIH1623_LUNG
SNU719_STOMACH
SNU869_BILIARY_TRACT
CAL78_BONE
LU99_LUNG
NCIH1355_LUNG
RMUGS_OVARY
S117_THYROID
MDAMB435S_SKIN
HS294T_SKIN
TCCPAN2_PANCREAS
SNB75_CENTRAL_NERVOUS_SYSTEM
NCIH2009_LUNG
HARA_LUNG
NCIH1650_LUNG
WM1799_SKIN
WM2664_SKIN
SNU410_PANCREAS
OVISE_OVARY
HCC1143_BREAST
MHHES1_BONE
SNU1105_CENTRAL_NERVOUS_SYSTEM
RCC10RGB_KIDNEY
RERFLCAD1_LUNG
NCIH226_LUNG
SKMEL2_SKIN
MELHO_SKIN
DKMG_CENTRAL_NERVOUS_SYSTEM
CAOV3_OVARY
IALM_LUNG
NCIH2347_LUNG
SKMEL3_SKIN
SQ1_LUNG
UMUC1_URINARY_TRACT
LS1034_LARGE_INTESTINE
COV434_OVARY
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM
U251MG_CENTRAL_NERVOUS_SYSTEM
COLO680N_OESOPHAGUS
SW900_LUNG
SH10TC_STOMACH
BT549_BREAST
BICR6_UPPER_AERODIGESTIVE_TRACT
BICR31_UPPER_AERODIGESTIVE_TRACT
LNCAPCLONEFGC_PROSTATE
TEN_ENDOMETRIUM
RCM1_LARGE_INTESTINE
SNU1079_BILIARY_TRACT
JIMT1_BREAST
BT474_BREAST
EFO21_OVARY
OV56_OVARY
MDAMB175VII_BREAST
TT_THYROID
PANC0813_PANCREAS
PANC1005_PANCREAS
TM87_SOFT_TISSUE
MON_SOFT_TISSUE
SKNEP1_BONE
NCIH1703_LUNG
EWS502_BONE
KYSE410_OESOPHAGUS
HT144_SKIN
CAL29_URINARY_TRACT
SNU601_STOMACH
LS411N_LARGE_INTESTINE
U2OS_BONE
22RV1_PROSTATE
OE19_OESOPHAGUS
SH4_SKIN
NCIH661_LUNG
LC1SQSF_LUNG
JHH1_LIVER
NCIH28_PLEURA
5637_URINARY_TRACT
GMS10_CENTRAL_NERVOUS_SYSTEM
HEYA8_OVARY
RKO_LARGE_INTESTINE
CAL62_THYROID
HLF_LIVER
SW948_LARGE_INTESTINE
T24_URINARY_TRACT
ES2_OVARY
YD15_SALIVARY_GLAND
KYSE70_OESOPHAGUS
KP4_PANCREAS
A2780_OVARY
AGS_STOMACH
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM
HGC27_STOMACH
647V_URINARY_TRACT
NCIH1339_LUNG
CAL12T_LUNG
L33_PANCREAS
SF295_CENTRAL_NERVOUS_SYSTEM
UO31_KIDNEY
YD10B_UPPER_AERODIGESTIVE_TRACT
DMS273_LUNG
G361_SKIN
OAW42_OVARY
HMC18_BREAST
CAL54_KIDNEY
DMS114_LUNG
HUH1_LIVER
HT115_LARGE_INTESTINE
CAL33_UPPER_AERODIGESTIVE_TRACT
SNU216_STOMACH
A498_KIDNEY
SNU182_LIVER
SNU201_CENTRAL_NERVOUS_SYSTEM
DMS53_LUNG
SW1783_CENTRAL_NERVOUS_SYSTEM
NCIH441_LUNG
SKCO1_LARGE_INTESTINE
OV90_OVARY
A253_SALIVARY_GLAND
SKNSH_AUTONOMIC_GANGLIA
SNU489_CENTRAL_NERVOUS_SYSTEM
CAS1_CENTRAL_NERVOUS_SYSTEM
CCK81_LARGE_INTESTINE
EFE184_ENDOMETRIUM
EKVX_LUNG
HUPT4_PANCREAS
OVKATE_OVARY
SW1463_LARGE_INTESTINE
NCIH2196_LUNG
MDAMB361_BREAST
BHY_UPPER_AERODIGESTIVE_TRACT
CL11_LARGE_INTESTINE
HEPG2_LIVER
AM38_CENTRAL_NERVOUS_SYSTEM
PANC0504_PANCREAS
GSU_STOMACH
COLO678_LARGE_INTESTINE
EFM19_BREAST
COV318_OVARY
RDES_BONE
RPMI7951_SKIN
COV644_OVARY
KE39_STOMACH
NCIH647_LUNG
SNU878_LIVER
U87MG_CENTRAL_NERVOUS_SYSTEM
KPNSI9S_AUTONOMIC_GANGLIA
SW1116_LARGE_INTESTINE
TYKNU_OVARY
SNU899_UPPER_AERODIGESTIVE_TRACT
HT1197_URINARY_TRACT
C32_SKIN
CAKI2_KIDNEY
OAW28_OVARY
OVCAR4_OVARY
SU8686_PANCREAS
NCIH2073_LUNG
HS746T_STOMACH
HCC1954_BREAST
HCC1395_BREAST
CHP212_AUTONOMIC_GANGLIA
BICR22_UPPER_AERODIGESTIVE_TRACT
JL1_PLEURA
COLO829_SKIN
T3M4_PANCREAS
NMCG1_CENTRAL_NERVOUS_SYSTEM
CW2_LARGE_INTESTINE
NIHOVCAR3_OVARY
SKNFI_AUTONOMIC_GANGLIA
EW8_BONE
TTC549_SOFT_TISSUE
TTC642_SOFT_TISSUE
TC32_BONE
KD_SOFT_TISSUE
CBAGPN_BONE
A673STAG2NT23_ENGINEERED
TTC1240_SOFT_TISSUE
STM9101_SOFT_TISSUE
SKPNDW_BONE
KPNYN_AUTONOMIC_GANGLIA
CCLFPEDS0001T_KIDNEY
CCLFPEDS0003T_SOFT_TISSUE
CHLA10_BONE
TTC709_SOFT_TISSUE
NCIH2004RT_SOFT_TISSUE
TE617T_SOFT_TISSUE
A673STAG2KO45_ENGINEERED
A673STAG2KO16_ENGINEERED
A673STAG2NT14_ENGINEERED
MHHNB11_AUTONOMIC_GANGLIA
SKNDZ_AUTONOMIC_GANGLIA
KS1_CENTRAL_NERVOUS_SYSTEM
